Freq	Amp
22.759090	24.174214
22.779089	4.062871
22.799088	3.255457
22.819087	3.089000
22.839086	24.265140
22.859086	6.216201
22.879085	12.433840
22.899084	3.121495
22.919083	4.904038
22.939082	6.248594
22.959082	7.641671
22.979081	15.505351
22.999080	35.824644
23.019079	43.488815
23.039078	13.147312
23.059078	8.142253
23.079077	6.956663
23.099076	4.365587
23.119075	9.334281
23.139074	11.300085
23.159074	27.480323
23.179073	7.291525
23.199072	2.328449
23.219071	0.768893
23.239070	0.786784
23.259070	4.393894
23.279069	1.920826
23.299068	9.979789
23.319067	21.462327
23.339066	16.643123
23.359066	6.167233
23.379065	4.683228
23.399064	3.994478
23.419063	4.056911
23.439062	2.417122
23.459062	12.680715
23.479061	6.626493
23.499060	38.605301
23.519059	60.366902
23.539058	19.828706
23.559058	12.971570
23.579057	10.692082
23.599056	10.086647
23.619055	9.073163
23.639054	6.512807
23.659054	14.942237
23.679053	28.351212
23.699052	12.076837
23.719051	3.646780
23.739050	2.536507
23.759050	3.408267
23.779049	4.393146
23.799048	5.480777
23.819047	7.130626
23.839046	12.134048
23.859046	14.585513
23.879045	29.014428
23.899044	24.075393
23.919043	12.783498
23.939042	7.592491
23.959042	5.799645
23.979041	5.258035
23.999040	5.627789
24.019039	6.661118
24.039038	5.585486
24.059038	8.785463
24.079037	20.332354
24.099036	31.113594
24.119035	45.153438
24.139034	36.034818
24.159034	15.140246
24.179033	10.103592
24.199032	7.713752
24.219031	5.997989
24.239030	6.621452
24.259030	5.243748
24.279029	6.162921
24.299028	15.684630
24.319027	15.025158
24.339026	57.470443
24.359026	159.283585
24.379025	19.743784
24.399024	11.637250
24.419023	8.789130
24.439022	7.717944
24.459022	7.350647
24.479021	6.972407
24.499020	7.386639
24.519019	8.024824
24.539018	12.634435
24.559018	10.092842
24.579017	42.458367
24.599016	114.814970
24.619015	12.258087
24.639014	5.567069
24.659014	3.024000
24.679013	2.051002
24.699012	1.443655
24.719011	2.484615
24.739010	2.495072
24.759010	5.585639
24.779009	7.793600
24.799008	20.853115
24.819007	28.977077
24.839006	60.992867
24.859006	34.196158
24.879005	10.377670
24.899004	5.990094
24.919003	4.339242
24.939002	3.340398
24.959002	2.956777
24.979001	3.544635
24.999000	3.584969
25.018999	7.605390
25.038998	13.987897
25.058998	5.130664
25.078997	36.987512
25.098996	24.323407
25.118995	25.457872
25.138994	7.558374
25.158994	4.396405
25.178993	3.024624
25.198992	2.204251
25.218991	1.505402
25.238990	0.583588
25.258990	1.484946
25.278989	1.344616
25.298988	0.191773
25.318987	10.052463
25.338986	5.463520
